addr,date_time,name,num2_bed,num_scan,pid,region_big,region_small,tel,type
"중앙대로 375, 강남빌딩 3층",2024-03-20 00:00:00,비타민마취통증의학과의원,0,3,453,부산,동구,051-469-7581,의원
"구덕로 40, 호림빌딩 7층",2024-03-20 00:00:00,이지숨이비인후과의원,3,4,454,부산,중구,051-243-0002,의원
"충렬대로 259, 3~3층",2024-03-20 00:00:00,베스트이비인후과의원,1,3,455,부산,동래구,051-555-0110,의원
여천체육공원길 10,2024-02-07 00:00:00,여수한국병원,266,7,456,전남,여수시,061-653-2000,병원
홍성읍 내포로 18,2024-09-26 00:00:00,연합의원,0,3,457,충남,홍성군,041-631-8900,의원
청양읍 칠갑산로 157,2024-09-26 00:00:00,청양훈요양병원,105,3,458,충남,청양군,041-943-8114,요양병원
" 미래로 371, 1001-1002호(동패동)",2024-01-11 00:00:00,두리이비인후과의원(파주),4,1,459,경기,파주시,031-946-2115,의원
수영로 390-1,2024-03-20 00:00:00,메트로적추병원,41,4,460,부산,수영구,051-626-0250,병원
구덕로 109,2024-04-04 00:00:00,속바른내과의원,0,7,461,부산,서구,051-246-0100,의원
중앙대로 1077 상계빌딩 6~7층(연산동),2024-06-24 00:00:00,라라정신건강의학과의원,0,1,462,부산,연제구,051-515-9900,의원
"역전로 292, 2층(정왕동)",2024-06-04 00:00:00,드림내과의원,0,1,463,경기,시흥시,031-431-7788,의원
"권율대로 685, SBI타워 6~8층(원흥동)",2024-06-03 00:00:00,서울척탑병원,68,6,464,경기,고양시,031-813-9988,병원
삼례읍 동학로 23,2024-10-07 00:00:00,한호수내과의원,0,1,465,전북,완주군,063-291-3900,의원
중정로 123,2024-09-30 00:00:00,의료법인열린의료재단서연의원,0,1,466,제주,서귀포시,064-763-4100,의원
금성로 316,2024-10-17 00:00:00,정흥채재활의학과의원,0,6,467,경북,경주시,054-777-7277,의원
화개1로 45,2024-11-12 00:00:00,박상훈내과의원,0,6,468,광주,서구,062-653-9119,의원
서문대로 692,2024-11-12 00:00:00,조민석내과의원,0,1,469,광주,남구,062-652-7070,의원
임방울대로 1055,2024-11-12 00:00:00,뉴스타정형외과의원,27,2,470,광주,북구,062-463-7575,의원
장신로 253,2024-11-08 00:00:00,연세세브란스치과의원,2,6,471,광주,광산구,062-959-0202,의원
다시면 다시로 178,2024-11-08 00:00:00,박지우플란트치과의원,0,1,472,전남,나주시,061-337-8828,의원
"시청로 19, 우리빌딩 3층",2024-10-22 00:00:00,아라이비인후과의원,0,3,473,전남,여수시,061-685-5500,의원
영산로 620-1,2024-11-12 00:00:00,부부요양병원,360,5,474,전남,목포시,061-989-9003,요양병원
진안읍 중앙로88,2024-11-04 00:00:00,김홍기가정의학과의원,0,7,475,전북,진안군,063-433-2341,의원
 진교면 진교중앙길 13,2024-10-24 00:00:00,청해의원,0,9,476,경남,하동군,055-882-8540,의원
서원구 사직대로 88,2024-11-04 00:00:00,김안과의원,10,1,477,충북,청주시,043-268-4131,의원
서북구 충무로 175 금정빌딩 4층,2024-11-19 00:00:00,쌍용우리이비인후과의원,3,2,478,충남,천안시,041-575-7533,의원
해밀3로 51 허브빌딩 3층,2025-10-14 00:00:00,허브연합내과의원,0,1,479,세종,세종시,044-715-7588,의원
영암읍 오리정길 8,2024-11-12 00:00:00,영암한국병원,126,9,480,전남,영암군,061-470-7114,병원
신음새동네길 1,2024-11-13 00:00:00,김천참좋은마취통증의학과의원,0,5,481,경북,김천시,054-431-8275,의원
 거창읍 거열로 116,2024-10-24 00:00:00,거창수이비인후과의원,0,1,482,경남,거창군,055-945-9978,의원
경남 함안군 산인면 학산2길 17-50,2024-11-20 00:00:00,(의)학산의료재단아라한국병원,184,5,483,경남,함안군,055-736-4008,병원
청마로 163 당하메디칼 2층,2024-11-13 00:00:00,조성원내과의원,0,1,484,인천,서구,032-565-0771,의원
학정로 415,2024-11-13 00:00:00,김정수이비인후과의원,0,1,485,대구,북구,053-327-3338,의원
안심로 366,2024-11-13 00:00:00,속안심내과연합의원,0,3,486,대구,동구,053-965-6633,의원
달서로 201,2024-11-13 00:00:00,이성원피부비뇨기과의원,0,3,487,대구,서구,053-562-8300,의원
대명로 304,2024-11-13 00:00:00,원형마취통증의학과의원,0,4,488,대구,남구,053-622-4955,의원
월배로 175,2024-11-13 00:00:00,완쾌신경과의원,0,5,489,대구,달서구,070-4365-7155,의원
범안로 60,2024-11-13 00:00:00,다올연합의원,0,7,490,대구,수성구,053-782-2558,의원
청도읍 청화로 179,2024-11-13 00:00:00,청도탑연합비뇨의학과의원,0,2,491,경북,청도군,054-373-1020,의원
테크노상업로 20,2024-11-13 00:00:00,현풍경대비뇨기과의원,0,2,492,대구,달성군,053-611-8700,의원
왜관읍 군청2길 10,2024-11-14 00:00:00,왜관병원,336,4,493,경북,칠곡군,054-971-1004,병원
북구 삼흥로 18,2024-11-14 00:00:00,경대연합내과의원,0,1,494,경북,포항시,054-254-8282,의원
임방울대로 348,2025-02-06 00:00:00,수완탑정형외과의원,0,3,495,광주,광산구,062-959-8575,의원
이수로 321,2025-02-06 00:00:00,황인용신경과의원,0,7,496,전남,순천시,061-724-5577,의원
완산구 거마평로 146,2025-02-05 00:00:00,장하림의원,0,6,497,전북,전주시,063-236-7975,의원
유성대로 772,2024-11-19 00:00:00,한샘내과의원,0,1,498,대전,유성구,042-822-7598,의원
도안대로 567번길 26,2024-11-19 00:00:00,브레인요양병원,242,8,499,대전,유성구,042-365-0101,요양병원
곤룡로 6,2024-11-19 00:00:00,마디신경외과의원,1,6,500,대전,동구,042-271-7008,의원
목중로 50 중촌제일프라자 3층,2024-11-19 00:00:00,햇살이비인후과의원,1,2,501,대전,중구,042-721-2795,의원
청사로 128,2024-11-19 00:00:00,바른생각병원,89,6,502,대전,서구,042-337-0001,병원
진해구 충장로 130 3층,2025-02-05 00:00:00,진해프라임비뇨기과의원,0,2,503,경남,창원시,055-547-8100,의원
부전로77 누네메디타워 7-13층,2025-02-05 00:00:00,누네빛안과의원,8,1,504,부산,진구,051-810-5678,의원
" 중앙대로 1091 제세빌딩 3, 7층",2025-02-06 00:00:00,(의)열린의료재단연산열린의원,0,3,505,부산,연제구,051-714-0835,의원
수영로 465 남천프라자 3층,2025-02-05 00:00:00,바른이김대식치과의원,0,1,506,부산,수영구,051-715-5075,의원
중앙대로 669,2025-02-04 00:00:00,굿모닝이비인후과의원,0,1,507,부산,진구,051-987-7575,의원
진남로 4 3층,2025-02-06 00:00:00,늘편한내과의원,0,4,508,부산,남구,051-621-0119,의원
만덕대로 22 드림메디컬빌딩 7층,2025-02-04 00:00:00,덕천요편한비뇨기과의원,0,1,509,부산,북구,051-365-2582,의원
수영로 511-1,2025-02-04 00:00:00,조이이비인후과의원,0,1,510,부산,수영구,051-758-3593,의원
삼남읍 하방로 39,2025-02-04 00:00:00,이손요양병원,284,16,511,울산,울주군,055-780-3011,요양병원
"하모니로 178번길 22, GTX센트럴B동 501,502호",2025-02-04 00:00:00,연세추의원,0,3,512,인천,연수구,032-832-5775,의원
"팔달구 매산로 11, 3층",2025-01-08 00:00:00,오케이365정형외과의원,0,1,513,경기,수원시,031-548-1213,의원
"방화동로 92, 3층",2025-01-08 00:00:00,삼성우리이비인후과의원,1,2,514,서울,강서구,02-6737-7582,의원
"분당구 분당로53번길 22, 4층",2025-01-08 00:00:00,(의)열린의료재단 분당열린의원,0,1,515,경기,성남시,031-708-9393,의원
"금산로112, 2층",2025-01-08 00:00:00,나래비뇨기과의원,1,2,516,경기,군포시,031-392-7582,의원
"수지구  신봉1로 73, 3층",2025-01-08 00:00:00,수지엘내과의원,0,4,517,경기,용인시,031-272-6699,의원
"신장로 152, 2층,5층",2025-01-08 00:00:00,서울본정형외과의원,0,6,518,경기,하남시,031-791-8825,의원
"꽃내음1길 19-6, 5층",2025-01-08 00:00:00,에스1 내과의원,2,2,519,경기,화성시,031-8078-8078,의원
"오패산로 99, 2~6층",2025-01-08 00:00:00,에스메디센터내과외과의원,26,4,520,서울,성북구,02-6925-0700,의원
한실로 99,2025-02-06 00:00:00,김종원치과의원,0,1,521,대구,달서구,053-632-2804,의원
월배로 247,2025-02-21 00:00:00,상인요양병원,183,4,522,대구,달서구,053-282-5000,요양병원
남산로 61,2025-02-06 00:00:00,이튼연합치과의원남산점,0,1,523,대구,중구,053-254-8328,의원
횡성읍 한우로306,2025-01-08 00:00:00,이재형봄빛내과,0,1,524,강원,횡선군,033-343-3636,의원
 대학로 10길 1,2025-02-06 00:00:00,정평경대연합신경외과의원,0,8,525,경북,경산시,053-217-8899,의원
완산로 68,2025-02-06 00:00:00,영천이플란트치과의원,0,1,526,경북,영천시,054-706-8275,의원
은하면 구성남로 381,2025-04-18 00:00:00,장수요양병원,199,6,527,충남,홍성군,041-642-0001,요양병원
"자양로 287, 3층",2025-01-23 00:00:00,아이코이비인후과의원,0,1,528,서울,광진구,02-453-1920,의원
"독서당로 302, 3층",2025-01-23 00:00:00,가온삼성비뇨의학과의원,0,1,529,서울,성동구,02-2294-8275,의원
"솔샘로 203, 3층",2025-01-23 00:00:00,내일맑음재활의학과의원,0,3,530,서울,강북구,02-2088-4922,의원
"송파대로 385, 1층",2025-01-23 00:00:00,송파본내과의원,0,1,531,서울,송파구,02-423-6655,의원
노해로 65길 17-13,2025-01-23 00:00:00,창동제일의원,0,6,532,서울,도봉구,02-900-5011,의원
"사가정로 398, JS빌딩 2층",2025-01-23 00:00:00,삼성속편한내과의원,0,5,533,서울,중랑구,02-432-5002,의원
영월읍 중앙1로 15,2025-01-23 00:00:00,삼성수의원,0,2,534,강원,영월군,033-375-2000,의원
"강남대로376, B2,2,5,6,14층",2025-01-24 00:00:00,밝음나눔안과의원,2,1,535,서울,강남구,02-556-8800,의원
옥가로 70,2025-01-23 00:00:00,강릉연세요양병원,99,3,536,강원,강릉시,033-645-1400,요양병원
안암로 99,2025-01-23 00:00:00,우신향병원,80,3,537,서울,성북구,02-927-3333,병원
 단원구 선부광장로 103,2025-01-23 00:00:00,한도병원,54,17,538,경기,안산시,031-8040-1114,종합병원
물금읍 청운로 185,2025-01-06 00:00:00,센텀플러스신경외과의원,0,5,539,경남,양산시,055-381-7588,의원
고창읍 중앙로 206,2025-02-05 00:00:00,우리들마취통증의학과의원,0,4,540,전북,고창군,063-562-7570,의원
익산대로 198,2025-02-05 00:00:00,오강렬내과의원,0,2,541,전북,익산시,063-858-9119,의원
순창읍 순창9길 12-14,2025-02-05 00:00:00,이상희재활의학과의원,0,7,542,전북,순창군,063-653-8274,의원
대덕대로 246 넥서스벨리 B동 2층,2025-02-06 00:00:00,더봄구강악안면외과치과의원,0,10,543,대전,서구,042-710-2875,의원
양평읍 시민로36,2025-03-06 00:00:00,동서신경외과의원,0,7,544,경기,양평군,031-773-6806,의원
"상도로 247, 3층",2025-03-06 00:00:00,가장편한내과의원,0,4,545,서울,동작구,02-824-0011,의원
" 중앙로 308, 금촌타워 상가아파트 304~306호",2025-03-06 00:00:00,금촌비뇨기과의원,0,2,546,경기,파주시,031-941-3588,의원
"지행로 59, 401호",2025-03-06 00:00:00,조은비뇨기과의원,0,2,547,경기,동두천시,031-864-1711,의원
"남부순환로1603, 5층",2025-03-06 00:00:00,메가비뇨의학과의원,0,2,548,서울,관악구,02-871-7575,의원
"방배로 83, 방배센트럴빌딩 6층",2025-03-06 00:00:00,방배연내과의원,0,1,549,서울,서초구,02-522-9792,의원
"경인로 204, 501호, 601호",2025-03-06 00:00:00,구로삼성정형외과의원,0,4,550,서울,구로구,02-2683-8275,의원
화랑로 87,2025-04-03 00:00:00,미치과의원,0,1,551,서울,성북구,02-912-2828,의원
낙동대로 453,2025-02-11 00:00:00,박영수비뇨기과의원,0,1,552,부산,사하구,051-291-5732,의원
"정관읍 정관로 563, 301호",2025-02-11 00:00:00,더본정형외과의원,0,7,553,부산,기장구,051-723-7600,의원
대영로 46,2025-02-28 00:00:00,정원정형외과의원,29,4,554,부산,서구,051-248-0119,의원
번영로 485 4층,2025-06-27 00:00:00,하이울산신경과의원,0,8,555,울산,중구,052-286-5300,의원
"호계로 292, 3층",2025-02-11 00:00:00,울산숲정신건강의학과의원,0,1,556,울산,북구,052-281-7582,의원
"중앙로 262, 402~3호",2025-04-03 00:00:00,시원한비뇨기과의원,0,2,557,서울,양천구,02-2062-7510,의원
통일로 710,2025-04-03 00:00:00,정승기정형외과의원,5,1,558,서울,은평구,02-358-2458,의원
천호대로 307,2025-04-03 00:00:00,동인내과의원,0,1,559,서울,동대문구,02-2245-0875,의원
"구산로19, 2층",2025-04-03 00:00:00,현대정형외과의원,8,4,560,경남,김해시,055-902-3300,의원
화양읍 청화로 79-7,2025-02-12 00:00:00,청도대남병원,218,4,561,경북,청도군,054-373-0606,병원
장성읍 영천로 200-1,2025-04-15 00:00:00,장성기독의원,0,6,562,전남,장성군,061-393-3403,의원
영광읍 신남로 265,2026-01-13 00:00:00,의료법인거명의료재단 영광기독병원,206,13,563,전남,영광군,061-350-3115,종합병원
"대덕대로176번길 9, 6~7층(둔산동)",2025-04-11 00:00:00,삼성외과의원,22,1,564,대전,서구,042-361-5500,의원
"한강대로 259, 고려에이트리움",2025-05-30 00:00:00,서울정형외과의원(용산),0,1,565,서울,용산구,02-792-0321,의원
천호대로 455,2025-05-30 00:00:00,한양정형외과의원,25,3,566,서울,동대문구,02-2242-7844,의원
"기흥구 용구대로 2384, 2층",2025-05-30 00:00:00,서울플란트치과의원,0,1,567,경기,용인시,031-283-2581,의원
"자곡로120, 403~405호",2025-05-30 00:00:00,강남드림내과의원,0,1,568,서울,강남구,02-459-9777,의원
"고덕로 262, 304~310호, 407~412호",2025-05-30 00:00:00,강동본터치정형외과의원,13,3,569,서울,강동구,02-442-0087,의원
 통일로 433,2025-05-30 00:00:00,홍제연세참비뇨의학과의원,3,1,570,서울,서대문구,02-396-5550,의원
"도봉로 187, 2~5층, 지하1층",2025-05-30 00:00:00,강북으뜸병원,10,4,571,서울,강북구,1522-1746,병원
신촌로 88,2025-05-30 00:00:00,연세수정형외과의원,0,1,572,서울,마포구,02-332-1320,의원
노해로 507,2025-05-30 00:00:00,오아로피부과의원,0,1,573,서울,노원구,02-930-1500,의원
"온양읍 온양로 105, 3층",2023-06-29 00:00:00,이주형내과의원,0,5,574,울산,울주군,052-237-8800,의원
검배로 46,2026-01-06 00:00:00,구리센트럴병원,93,4,575,경기,구리시,031-564-4114,병원
"다대로 698, 5층",2025-05-30 00:00:00,다대튼튼치과의원,0,1,576,부산,사하구,051-715-2275,의원
"경인로 522, 4층(괴안동, 위드플러스타워)",2025-07-08 00:00:00,가톨릭정형외과의원,12,10,577,경기,부천시,032-223-8275,의원
삼문중앙로 32(삼문동),2025-06-24 00:00:00,밀양윤병원,120,9,578,경남,밀양시,055-354-2200,병원
순창읍 순창로 225-10,2025-06-27 00:00:00,류재규내과의원,0,5,579,전북,순창군,063-653-5885,의원
 구미중앙로 111,2025-07-08 00:00:00,하나이비인후과의원,1,1,580,경북,구미시,054-455-8924,의원
"호구포로 830, 5층",2025-09-02 00:00:00,153신경외과의원,0,3,581,인천,남동구,032-217-1100,의원
관산읍 관산로 92-6,2025-08-04 00:00:00,정의원,0,6,582,전남,장흥군,061-867-8576,의원
동서로 160,2025-08-04 00:00:00,하나이비인후과의원,0,1,583,전북,김제시,063-547-8275,의원
"동안구 평촌대로 217번길 27, 3~4층",2025-09-02 00:00:00,평촌연세365내과의원,0,4,584,경기,안양시,031-385-3650,의원
"다산중앙로 82번길 78, 2~3층",2025-09-02 00:00:00,다산이엠365의원,0,3,585,경기,남양주시,031-566-0911,의원
"검배로 42, 3~4층",2025-09-02 00:00:00,구리백내과의원,0,1,586,경기,구리시,031-557-6311,의원
"진주로 19, 3층",2025-09-02 00:00:00,아산퍼스트마취통증의학과의원,0,6,587,강원,삼척시,033-572-7588,의원
부천로 91,2025-09-02 00:00:00,뉴대성병원,252,12,588,경기,부천시,032-610-1111,종합병원
"수변로 8, 파워프라자 2층",2025-09-02 00:00:00,박현수정형외과의원,18,7,589,인천,부평구,032-507-6222,의원
"양도로 23, 오성프라자 6차 5층",2025-09-02 00:00:00,손발척척정형외과의원,14,2,590,경기,김포시,031-986-2980,의원
"도봉로 217, 25메디컬빌딩 5-7층",2025-11-19 00:00:00,엘앤에스비뇨기과의원,2,2,591,서울,강북구,02-988-1151,의원
"도봉로 684, 모비우스스퀘어 3층",2025-11-19 00:00:00,도봉연세위내과의원,0,1,592,서울,도봉구,02-6953-7561,의원
"홍릉로 3, 3층",2025-11-19 00:00:00,노태호바오로내과의원,0,3,593,서울,동대문구,02-968-7575,의원
돌곶이로 25,2025-11-19 00:00:00,굿데이이비인후과의원,0,1,594,서울,성북구,02-966-9002,의원
왕산로 171,2025-11-19 00:00:00,서울베스트안과의원,1,1,595,서울,동대문구,02-966-0225,의원
"내외중앙로 84 서울메디컬센터 8층,9층",2025-10-30 00:00:00,서울안과의원,0,2,596,경남,김해,055-327-7582,의원
마산회원구 회원동 북성로138 천지리치빌 306호,2025-09-30 00:00:00,이동헌비뇨기과의원,0,2,597,경남,창원,055-248-1097,의원
창녕읍 명덕로 66-1,2025-09-30 00:00:00,중앙마취통증의학과의원,0,8,598,경남,창녕군,055-532-1450,의원
조치원로 62-1,2025-10-14 00:00:00,장현진정형외과의원,0,6,599,세종,조치원읍,044-863-1150,의원
"계룡로 114, BYC빌딩 7층(봉명동)",2024-11-04 00:00:00,새봄안과의원,3,1,600,대전,유성구,042-826-2475,의원
조촌4길 11,2025-11-19 00:00:00,군산원광효도요양병원,564,7,601,전북,군산시,063-450-0817,요양병원
궁포안1길 33,2025-11-19 00:00:00,달팽이이비인후과의원,3,3,602,전북,군산시,063-445-1005,의원
"삼산로 171, 2층, 3층",2025-11-19 00:00:00,배양규비뇨의학과의원,3,13,603,울산,남구,052-260-6000,의원
의림대로 123. 2층,2025-10-30 00:00:00,삼성바른정형외과의원,0,4,604,충북,제천시,043-643-3300,의원
괴산읍 읍내로 11길 14,2025-10-30 00:00:00,중앙외과의원,0,3,605,충북,괴산군,043-832-2448,의원
대소면 오태로 98,2025-10-30 00:00:00,조은내과의원,0,3,606,충북,음성군,043-882-8880,의원
 의령읍 의병로 14길 10,2025-11-20 00:00:00,의령병원,48,8,607,경남,의령군,070-8885-6149,병원
"동진로 22, 아주스타타워 8,9층",2025-11-19 00:00:00,굿앤센신경외과신경과내과의원,16,8,608,경남,진주시,055-752-8090,의원
신등면 신차로 509,2025-11-19 00:00:00,신등하나의원,0,11,609,경남,산청군,055-974-0417,의원
삼가면 삼가1로 94,2025-11-19 00:00:00,현대의원,0,6,610,경남,합천군,055-933-8578,의원
"화전로 96번가길 4, 3층",2025-11-19 00:00:00,일등내과의원,0,1,611,경남,남해군,055-863-1012,의원
고성읍 동외로 157,2025-11-19 00:00:00,고성비뇨기과의원,0,2,612,경남,고성군,055-674-7575,의원
번영2로 18-10(신관동),2025-10-30 00:00:00,현대요양병원,231,5,613,충남,공주시,041-850-7500,요양병원
수영로 260 5층 511-512호,2025-11-20 00:00:00,박언비뇨의학과의원,0,2,614,부산,남구,051-622-5474,의원
"낙동남로 1412 경부빌딩 7,8층",2025-11-20 00:00:00,비에스숨이비인후과의원,0,2,615,부산,사하구,051-710-7579,의원
구서로17 덕원메디칼 2층,2025-11-20 00:00:00,한솔내과의원,0,7,616,부산,금정구,051-581-3242,의원
영산로 246,2025-11-19 00:00:00,우리고운피부과의원,0,3,617,전남,목포시,061-279-3355,의원
일로읍 오룡번영3로 40,2025-11-19 00:00:00,위드유이비인후과의원,0,7,618,전남,무안군,061-283-3900,의원
중앙로 127,2025-10-29 00:00:00,문경드림비뇨기과의원,0,2,619,경북,문경시,054-504-7752,의원
당산로 94,2025-10-29 00:00:00,좋은연합정형외과의원,21,5,620,대구,달서구,053-628-2727,의원
김천로 158,2025-10-29 00:00:00,세이치과의원,0,1,621,경북,김천시,054-431-2275,의원
경안로 206,2025-10-29 00:00:00,세명치과의원,0,1,622,경북,경산시,053-812-2822,의원
백강로 375-11,2025-11-19 00:00:00,손사랑연합의원,0,18,623,전남,순천시,061-724-0994,의원
고흥읍 학교길 40,2025-11-19 00:00:00,박혜의원,0,6,624,전남,고흥군,061-835-2281,의원
양율길 306(인월동),2025-11-19 00:00:00,메디팜요양병원,341,6,625,전남,순천시,061-729-3306,요양병원
덕진구 쪽구름로 120,2025-11-19 00:00:00,장인수가정의학과의원,0,1,626,전북,전주시,063-214-7582,의원
용성로 113,2025-11-19 00:00:00,중앙안과의원,0,1,627,전북,전주시,063-625-3398,의원
남원읍 태위로 636,2025-11-20 00:00:00,남원의원,0,6,628,제주,서귀포시,064-764-4156,의원
"흥덕구 2순환로 1120, 3-5층",2025-11-03 00:00:00,청주웰치과의원,0,5,629,충북,청주시,043-238-9201,의원
"삽교읍 예목로 154, 3층",2025-10-30 00:00:00,내포아산의원,0,6,630,충남,예산군,041-404-7582,의원
시흥대로 190,2025-12-03 00:00:00,마스터연세정형외과의원,0,5,631,서울,금천구,02-807-1175,의원
보라매로 113 3층,2025-12-03 00:00:00,코사랑이비인후과의원,1,3,632,서울,동작구,02-821-1515,의원
경인로 387 5층,2025-12-03 00:00:00,타임안과의원,3,1,633,서울,구로구,02-6342-8000,의원
공단1대로 237 B동 3~8층,2025-12-03 00:00:00,센트럴요양병원,197,10,634,경기,시흥시,031-8041-3799,요양병원
기흥구 죽전로 2 4층,2025-12-03 00:00:00,맨스톤비뇨의학과의원,1,1,635,경기,용인시,031-265-5375,의원
분당구 돌마로 85 702호,2025-12-03 00:00:00,서울엘리트치과의원,0,1,636,경기,성남시,031-701-7528,의원
평화로 540 퍼시픽타워 11층,2025-12-03 00:00:00,서울아산이비인후과의원,2,1,637,경기,의정부시,0507-1405-3710,의원
방어진순환도로 633 세인트에스타워9층,2025-11-19 00:00:00,동울산영상의학과의원,3,2,638,울산,동구,052-236-7799,의원
언양읍 남문길 12,2025-11-19 00:00:00,백인정형외과의원,3,10,639,울산,울주군,052-262-6900,의원
"읍내로 105, 5층",2025-11-19 00:00:00,이광욱내과의원,0,4,640,부산,기장군,051-722-9957,의원
만덕대로 17,2025-11-03 00:00:00,덕천치과의원,0,1,641,부산,북구,051-313-6000,의원
" 비프광장로 40, B-501호",2025-11-03 00:00:00,애플치과의원,0,1,642,부산,중구,051-248-2828,의원
시랑로 12(구포동),2025-11-20 00:00:00,김호일정형외과의원,23,1,643,부산,북구,051-342-3355,의원
김해대로 1814-37,2025-11-20 00:00:00,조은금강병원,241,19,644,경남,김해시,055-330-0319,종합병원
"명천중앙길 8, 104호",2025-11-21 00:00:00,푸른정형외과의원,0,6,645,충남,보령시,041-931-2386,의원
배방읍 모산로 181,2025-11-21 00:00:00,큰나무정형외과의원,29,9,646,충남,아산시,041-543-8275,의원
석적읍 강변대로 2288,2025-11-21 00:00:00,더속편한내과의원,0,4,647,경북,칠곡군,054-977-4500,의원
수성구 동대구로 86,2025-11-21 00:00:00,에스신경외과의원,2,4,648,대구,광역시,053-764-1192,의원
화원읍 비슬로 2463,2025-11-21 00:00:00,더퍼스트병원,60,4,649,대구,달성군,053-710-8211,병원
다산면 다산로 701,2025-11-21 00:00:00,하하정형외과의원,0,10,650,경북,고령군,054-954-9911,의원
"김포한강4로 525, 감두리빌딩 4층",2026-01-15 00:00:00,퍼스트내과의원,0,1,651,경기,김포시,031-981-6051,의원
"석정로 391, 뉴글로벌빌딩 2층",2026-01-15 00:00:00,주안성모이비인후과의원,2,3,652,인천,미추홀구,032-872-8281,의원
" 장제로 871 셀마파빌딩 3,4층",2026-01-15 00:00:00,마음속내과의원,2,3,653,인천,계양구,032-541-6767,의원
"부평대로 19-1, 2층",2026-01-15 00:00:00,원더이비인후과의원,1,5,654,인천,부평구,032-330-2275,의원
"구월남로 172, 3층 301호",2026-01-15 00:00:00,꽃보다이비인후과의원,2,10,655,인천,남동,032-465-1904,의원
" 천호대로 1015(천호동, 성보빌딩 10층)",2026-01-15 00:00:00,탑비뇨기과의원,1,2,656,서울,강동구,02-478-0100,의원
"송파대로 562(신천동, 3층)",2026-01-15 00:00:00,잠실서울비뇨의학과의원,1,1,657,서울,송파구,02-425-0010,의원
"자양로 95, 801호(자양동)",2026-01-15 00:00:00,연세안안과의원,0,1,658,서울,광진구,02-446-6675,의원
흥업면 남원로 57,2026-01-15 00:00:00,원주연세의원,0,8,659,강원,원주시,033-766-7881,의원
청운1길 48 2층,2026-01-15 00:00:00,동해제일내과의원,0,5,660,강원,동해시,033-522-6638,의원
남양동 55-63,2026-01-15 00:00:00,신준호의원,3,3,661,강원,삼척시,033-575-0018,의원
황지로 169(황지동),2026-01-15 00:00:00,태백밝은안과의원,0,1,662,강원,태백시,033-554-0071,의원
정선읍 봉양6길 14,2026-01-15 00:00:00,정선연세외과의원,0,7,663,강원,정선군,033-563-7778,의원
중원구 산성대로 380(5층),2026-01-15 00:00:00,수서울내과의원,0,4,664,경기,성남시,031-748-1112,의원
금강로 69(4층),2026-01-15 00:00:00,연세플러스비뇨기과의원,6,1,665,강원,춘천시,033-243-6400,의원
제석로 110,2026-01-15 00:00:00,킹덤치과의원,0,1,666,광주,남구,062-671-4400,의원
화순읍 중앙로 69,2026-01-15 00:00:00,화순고인돌정형외과의원,0,1,667,전남,화순군,061-373-7575,의원
강진읍 평동2길 30,2026-01-15 00:00:00,강진88정형외과의원,0,7,668,전남,강진군,061-433-8899,의원
장흥읍 중앙로1길 13,2026-01-15 00:00:00,장흥성심의원,0,8,669,전남,장흥군,061-836-5903,의원
해남읍 천변1길 8,2026-01-15 00:00:00,김만중내과의원,0,1,670,전남,해남군,061-536-3737,의원
"금산읍 금산로 1491, 2층",2025-11-21 00:00:00,속편한내과의원,0,9,671,충남,금산군,041-753-5575,의원
부흥로 377,2026-01-15 00:00:00,대성안과의원,0,1,672,경기,부천시,032-661-3100,의원
"시민로 39, 3층",2026-01-15 00:00:00,요한비뇨기과의원,1,4,673,경기,의정부시,031-855-8822,의원
"아양1로 61, 폴리프라자1 3층",2026-01-15 00:00:00,더편한장내과의원,0,1,674,경기,안성시,031-671-7575,의원
"책향기로 836, 아름터타워 3층",2026-01-15 00:00:00,연세탄탄정형외과의원,0,5,675,경기,파주시,031-939-1004,의원
태평로 73번길 55,2025-01-23 00:00:00,서울신세계안과의원,4,1,676,경기,의정부시,1599-7397,의원
간성읍 간성로 24,2026-01-15 00:00:00,고성제일의원,0,3,677,강원,고성군,033-681-7582,의원
수동면 외방로 172번길 50,2026-01-15 00:00:00,경기도립노인전문 남양주병원,241,7,678,경기,남양주시,031-590-5000,요양병원
" 강남대로 376, 12층",2026-01-15 00:00:00,강남서울엔비뇨기과의원,1,1,679,서울,강남구,02-553-8258,의원
" 언주로 174길 26, 남강빌딩 2층",2026-01-15 00:00:00,허준원엠디피부과의원,0,1,680,서울,강남구,02-518-0382,의원
양평읍 시민로 29,2026-01-15 00:00:00,푸른정형외과의원,0,8,681,경기,양평군,031-774-7582,의원
"일산동구 강석로 113, 2층",2026-01-15 00:00:00,일산연세참비뇨의학과의원,2,1,682,경기,고양시,031-927-9276,의원
"자하문로 58, 3층",2024-02-01 00:00:00,곽내과의원,0,1,683,서울,종로구,02-735-5135,의원
권선구 경수대로 321,2026-01-15 00:00:00,한마음외과의원,24,1,684,경기,수원시,031-235-7766,의원
"동안구 시민대로 206, 4,5층",2026-01-15 00:00:00,평촌범계연세바로걷는의원,0,4,685,경기,안양시,031-387-7585,의원
"진접읍 해밀예당1로 30, 센타프라자 6층",2026-01-15 00:00:00,이룸이비인후과의원,1,10,686,경기,남양주시,031-571-5075,의원
"능곡번영길 30, 3층",2026-01-15 00:00:00,김철수내과의원,0,1,687,경기,시흥시,031-503-0872,의원
