addr1,addr2,date_time,fax,latitude,longitude,name,pid,region_big,region_small,tel,type,use_yn,zipcd
서울시 양천구,오목로 312 (목동) 우리내과의원 3층,2021-01-01 00:00:00,02-2648-5713,37.52480794169515,126.87195869380551,우리내과의원,319,구,서울,02-2648-5566,의원,Y,08005
서울시 중구,소공로 70 (충무로1가) 포스트타워 지하3층 서울중앙의료의원,2021-01-01 00:00:00,02-6450-5503,37.56176366412448,126.98209850331238,서울중앙의료의원,320,구,서울,02-6450-5500,의원,Y,04535
전남 순천시,순광로 14 드림내과건물 5층,2021-01-01 00:00:00,061-722-8574,34.95475501399015,127.52294144603857,하나비뇨기과의원,321,시,전남,061-722-8575,의원,Y,57968
전남 여수시,신월로 735 (봉산동) 정남진정형외과,2021-01-01 00:00:00,061-643-7182,34.73616389011183,127.72066653718168,정남진정형외과의원,322,시,전남,061-642-7878,의원,Y,59756
광주시 서구,운천로 148 (쌍촌동) 2층,2021-01-01 00:00:00,062-606-8279,35.145877345428936,126.85728890324601,문영래정형외과병원,323,구,광주,062-606-8275,병원,Y,61991
전북 고창군,고창읍 중앙로 230 이진홍내과의원,2021-01-01 00:00:00,063-561-1373,35.435052382222764,126.70064594605144,이진홍내과의원,324,군,전북,063-564-1343,의원,Y,56432
제주도 제주시,산천단남길 10 (아라일동) 부속요양병원,2021-01-01 00:00:00,064-724-2102,33.44549764169865,126.56010710320183,제주의료원 부속요양병원,325,시,제주,064-720-2106,요양병원,Y,63243
제주도 서귀포시,성산읍 고성오조로 67 1층,2021-01-01 00:00:00,064-784-7333,33.44972751137377,126.91453904599945,최선365의원,326,시,제주,064-784-6333,의원,Y,63640
서울시 도봉구,도봉로 446 (창동),2021-01-01 00:00:00,02-2174-3128,37.645750939537976,127.03336615561836,강북힘찬병원,327,구,서울,02-1899-2226,병원,Y,01459
서울시 송파구,송파대로 345 5층 (가락동) 헬리오시티 상가 1A동 5002호,2021-01-01 00:00:00,02-6224-7576,37.49701273207395,127.11557387722871,드림권내과의원,328,구,서울,02-6224-7575,의원,Y,08277
서울시 송파구,가락로 166 (송파동) 3층,2021-01-01 00:00:00,02-415-7124,37.505706429590575,127.12119004610837,시온정형외과의원,329,구,서울,02-415-7110,의원,Y,05675
강원도 양구군,양구읍 사명길 123 한사랑내과의원,2021-01-01 00:00:00,033-482-3577,38.1078,127.9883,한사랑내과의원,330,군,강원,033-482-3566,의원,Y,24526
강원도 철원군,갈말읍 명성로 184 1층,2021-01-01 00:00:00,033-455-7503,38.1480,127.3081,강남아이원안과의원,331,군,강원,033-455-7501,의원,Y,24018
서울시 구로구,경인로40길 12 (개봉동) 4층,2021-01-01 00:00:00,02-2612-7526,37.49636834772475,126.85914667331623,에스탑치과의원,332,구,서울,02-2612-7528,의원,Y,08277
경기도 동두천시,탑신로 536,2021-01-01 00:00:00,031-860-4115,37.900888340118016,127.13621305562557,경기도립노인전문동두천병원,333,시,경기,031-860-4114,요양병원,Y,11322
충남 금산군,추부면 마전로 56 추부의원,2020-12-01 00:00:00,041-753-9940,36.19129712927599,127.46705712836972,추부의원,334,군,충남,041-752-9950,의원,Y,32714
경북 영천시,금호읍 교대길 14 금호의원,2021-01-18 00:00:00,054-336-7118,35.93117805782226,128.87239121951146,금호의원,335,시,경북,054-336-7117,의원,Y,38877
경북 문경시,중앙로 195 (흥덕동) 용이비인후과의원,2021-01-18 00:00:00,054-556-7576,36.60184822588917,128.2032027460831,용이비인후과의원,336,시,경북,054-556-7575,의원,Y,36966
대구시 수성구,달구벌대로 2395 (범어동) 준내과의원,2021-01-18 00:00:00,053-746-0876,35.859858929444414,128.62455936441992,준내과의원,337,구,대구,053-746-0875,의원,Y,42019
경북 청도군,청도읍 청화로 99,2021-01-18 00:00:00,054-373-9265,35.64747927614482,128.73824113720613,마디연합정형외과의원,338,군,경북,054-373-9263,의원,Y,38340
대구시 군위군,군위읍 중앙길 100 고려마취통증의학과의원,2021-01-18 00:00:00,054-382-0923,36.237226934637654,128.56731691951967,고려마취통증의학과의원,339,군,경북,054-382-0922,의원,Y,39014
대구시 달성군,"유가읍 테크노상업로 108 501호, 502호",2021-02-01 00:00:00,053-292-7580,35.684125771079096,128.45122757393025,유가제일연합의원,340,군,대구,053-292-7582,의원,Y,43018
경북 구미시,야은로 37-1 (부곡동),2021-02-01 00:00:00,054-440-1051,36.153252616835324,128.2902377555768,구미시립노인요양병원,341,시,경북,054-440-1000,요양병원,Y,39203
경북 포항시,남구오천읍 정몽주로 560,2021-02-01 00:00:00,054-728-9494,35.96796833656828,129.41608651951242,우리연합의원,342,시,경북,054-292-9200,의원,Y,37907
충북 진천군,진천읍 중앙북1길 11-4 바른정형외과,2021-02-01 00:00:00,043-535-7588,36.86039884593604,127.43976362838819,바른정형외과의원,343,군,충북,043-533-7588,의원,Y,27831
충북 청주시,상당구 단재로 21-1 (석교동),2021-02-01 00:00:00,043-225-5002,36.62658727736717,127.49294353723277,김영태신경외과의원,344,시,충북,043)258-0173~4,의원,Y,28725
대전시 동구,대전로 782 (원동),2021-02-01 00:00:00,042-273-4551,36.32968873454004,127.43380247607005,덕인의원,345,구,대전,042-272-4551,의원,Y,34629
충북 증평군,증평읍 중앙로 231 고려정형외과,2021-02-01 00:00:00,050-4186-4058,36.78604156394521,127.58322014608824,고려정형외과의원(증평),346,군,충북,043-838-7501,의원,Y,27926
충북 충주시,봉계1길 52 (칠금동) 박봉안내과의원,2021-02-01 00:00:00,043-847-7572,36.98121320539045,127.91559812839148,박봉안내과의원,347,시,충북,043-847-7575,의원,Y,27361
경기도 평택시,평택로 284,2021-02-01 00:00:00,070-3425-5533,37.00847931943856,127.07408393724334,평택성모병원,348,시,경기,031-1800-8800,종합병원,Y,17825
경기도 화성시,동탄순환대로 127-5 (산척동) 5층 동탄서울내과,2021-02-01 00:00:00,031-831-8368,37.21512860292643,127.04430781954696,동탄서울내과의원,349,시,경기,031-831-8363,의원,Y,18505
강원도 태백시,황지로 176-1 (황지동) 김병호내과의원,2021-02-01 00:00:00,033-552-6998,37.17419342153262,128.99066716445617,김병호내과의원,350,시,강원,033-552-6997,의원,Y,26011
강원도 동해시,"청운1길 64, 301호(나안동)",2021-02-01 00:00:00,033-533-3653,37.486045,129.110245,신세계의원,351,시,강원,033-533-3652,의원,Y,25721
강원도 정선군,사북읍 사북5길 1 제일의원,2021-02-01 00:00:00,033-592-0055,37.227591784591205,128.81979565560653,사북제일의원,352,군,강원,033-592-3412,의원,Y,26150
전남 목포시,영산로 515 (상동) 2층,2021-02-01 00:00:00,061-279-5505,34.8071928038119,126.41421303718358,김태우신경과의원,353,시,전남,061-279-5500,의원,Y,58642
경북 의성군,의성읍 문소3길 110,2021-03-01 00:00:00,050-4472-5853,36.35617020621981,128.69446720327892,오복치과의원,354,군,경북,054-833-7528,의원,Y,37337
전남 완도군,금일읍 감목길 5,2021-03-01 00:00:00,061-553-3939,34.34956135313388,127.02976050322503,금일마취통증의학과의원,355,군,전남,061-553-3577,의원,Y,59140
전북 진안군,진안읍 진무로 1102 진안치과,2021-03-01 00:00:00,063-432-1778,35.7918450520134,127.42900003721,진안치과의원,356,군,전북,063-432-1771,의원,Y,55432
서울시 동작구,상도로 81 (대방동) 7층 성모정형외과,2021-03-01 00:00:00,02-817-7716,37.49997808554424,126.92949499492766,성모정형외과의원,357,구,서울,02-817-7714,의원,Y,06953
서울시 동작구,동작대로 121 (사당동) 경원빌딩8층,2021-03-01 00:00:00,02-566-5610,37.486952177217624,126.98165171704738,강남가드비뇨기과의원,358,구,서울,02-566-8330,의원,Y,07008
경북 울진군,북면 울진북로 2067 누가의원,2021-04-01 00:00:00,054-783-9083,37.10138465871535,129.37179673724591,누가의원,359,군,경북,054-782-4979,의원,Y,36305
세종시,조치원읍 새내로 97 청춘메디컬 2층,2021-05-01 00:00:00,044-862-7560,36.60067044960183,127.29807103723188,서울아산내과의원,360,시,세종,044-862-7559,의원,Y,30028
서울시 중랑구,면목로 473 (상봉동) 강북21세기병원,2021-06-01 00:00:00,02-976-3762,37.59429260187507,127.08586501955763,강북21세기병원,361,구,서울,1577-6336,병원,Y,02138
충북 청주시,흥덕구 월명로 15 (복대동) 원광효도요양병원,2021-06-01 00:00:00,043-268-0156,36.63646753943852,127.45285758492952,청주원광효도요양병원,362,시,충북,043-267-0301,요양병원,Y,28591
충남 공주시,웅진로 186 (산성동) 2층 공주서울내과의원,2021-07-01 00:00:00,041-853-7583,36.456955688121575,127.12523185558513,공주서울내과의원,363,시,충남,041-853-7582,의원,Y,32555
강원도 홍천군,홍천읍 신장대리 64-1,2021-07-01 00:00:00,033-432-0129,37.68883436399954,127.8849626195602,서울정형외과의원(홍천),364,군,강원,033-432-0129,의원,Y,25139
대구시 남구,대명로 12 (대명동),2021-07-01 00:00:00,053-622-7588,35.83772221949218,128.558840119509,서부영남내과의원,365,구,대구,053-656-7533,의원,Y,42482
대구시 동구,"아양로 251 (신암동) 대동빌딩, 대동에스정형외과의원",2021-07-01 00:00:00,053-943-2645,35.887746156007,128.64022681951025,대동에스정형외과의원,366,구,대구,053-943-2621,의원,Y,41186
경남 밀양시,중앙로 413 제일빌딩 302호,2021-08-01 00:00:00,055-352-7523,35.49667406051001,128.7477762194998,밀양선비뇨기과의원,367,시,경남,055-352-7512,의원,Y,50427
강원도 강릉시,솔올로 35 (교동) 2층,2021-08-01 00:00:00,033-641-9221,37.76525622823173,128.87798385562175,위드내과의원,368,시,강원,033-641-9222,의원,Y,25512
전남 목포시,"산대로 2 (산정동) 2, 2층",2021-07-05 00:00:00,061-801-5100,34.802525812013684,126.39220883718344,우리이비인후과의원,369,시,전남,061-276-7373,의원,Y,58654
서울시 서초구,남부순환로350길 33 (양재동) 예루살렘정형외과,2021-08-01 00:00:00,02-3461-0842,37.48358482975276,127.03637598495314,예루살렘정형외과의원,370,구,서울,02-575-0123,의원,Y,06737
경기도 평택시,중앙로 82-1 (합정동) 2층,2021-08-01 00:00:00,031-654-1915,36.99380875640891,127.09224453724285,로뎀나무내과의원,371,시,경기,031-654-1905,의원,Y,17909
충북 영동군,영동읍 중앙로 28 노상필내과의원,2021-08-01 00:00:00,043-770-7172,36.17448877302046,127.77660835557744,노상필내과의원,372,군,충북,043-770-7171,의원,Y,29145
대구시 서구,달구벌대로 1883 (내당동) 1층,2021-08-01 00:00:00,053-563-7774,35.86214581806944,128.5702828195096,서내과의원,373,구,대구,053-556-4509,의원,Y,41870
경북 경산시,하양읍 하양로 112 201호,2021-08-01 00:00:00,053-852-7501,35.91417102410314,128.8196380195111,파티마연합속내과의원,374,시,경북,053-852-7500,의원,Y,38436
전남 신안군,압해읍 압해로 871-3,2021-08-01 00:00:00,061-271-7681,34.86477704755512,126.31363278488163,압해연합의원,375,군,전남,061-271-7583,의원,Y,58824
경남 거제시,거제중앙로 1938,2021-08-09 00:00:00,055-637-8703,34.890581757104044,128.62236559373343,주영민비뇨기과의원,376,시,경남,055-634-1365,의원,Y,53251
경남 김해시,분성로 321 (서상동) 302호,2021-08-09 00:00:00,055-324-3634,35.233714968242445,128.88106450324852,굿모닝내과의원,377,시,경남,055-335-3565,의원,Y,50916
경남 사천시,사천읍 진삼로 1481 2층,2021-08-09 00:00:00,055-850-7576,35.08365173065609,128.08574973719087,우리메디컬의원,378,시,경남,055-850-7575,의원,Y,52519
경북 경주시,화랑로 80 (서부동) 박경대내과의원,2021-08-18 00:00:00,054-775-3371,35.8445765583271,129.20952065556835,박경대내과의원,379,시,경북,054-774-3337,의원,Y,38155
전남 곡성군,곡성읍 중앙로 132 (청암센트럴빌) 102~105호 최성식재활의학과의원,2021-09-01 00:00:00,061-363-0887,35.282012042926915,127.29686734604735,최성식재활의학과의원,380,군,전남,061-362-0887,의원,Y,57535
전북 무주군,무주읍 향학로 33-1 무주신경외과,2021-09-01 00:00:00,063-324-8276,36.00732296300569,127.66274973721583,무주신경외과의원,381,군,전북,063-324-8275,의원,Y,55517
전북 완주군,이서면 기지로 54 비씨엠타워 2층,2021-09-01 00:00:00,063-277-7505,35.838340672611935,127.05780963721128,혁신오케이정형외과의원,382,군,전북,063-277-7500,의원,Y,55365
전남 광양시,옥곡면 큰골길 8,2021-09-01 00:00:00,062-772-8575,34.98892892816626,127.70111021948611,현대의원,383,군,전남,061-772-7119,의원,Y,57726
부산시 사상구,"백양대로 893, 궁전빌딩 402호",2021-09-01 00:00:00,051-312-7581,35.18600270195123,128.9907239371936,참좋은정형외과신경과의원,384,구,부산,051-312-7582,의원,Y,46930
광주시 동구,남문로 696 (학동) 1층 연합내과,2021-09-01 00:00:00,062-228-9207,35.13288852907158,126.92867138488866,연합내과의원,385,구,광주,062-222-5651,의원,Y,61463
서울시 강동구,천호대로 1099 (천호동) 5층 502호,2021-09-01 00:00:00,02-474-5460,37.53587914859431,127.13408845561523,류마내과의원,386,구,서울,02-474-5450,의원,Y,05339
서울시 광진구,아차산로 450-2 (구의동),2021-09-01 00:00:00,02-455-5551,37.53873861202328,127.0923076849546,더바름정형외과의원,387,구,서울,02-455-2018,의원,Y,05047
서울시 서대문구,세검정로1길 5 (홍은동) 남기헌정형외과의원,2021-09-01 00:00:00,02-396-5597,37.592294416200985,126.94211751955745,남기헌정형외과의원,388,구,서울,02-396-5595,의원,Y,03615
경기도 안성시,중앙로 372번길 37-15 1층 안성제일정형외과의원,2021-09-01 00:00:00,031-672-6119,37.006299229088185,127.2684148372434,안성제일정형외과의원,389,시,경기,031-673-2119,의원,Y,17581
강원도 춘천시,안마산로 107 (퇴계동) 마디온정형외과의원,2021-09-01 00:00:00,033-249-8576,37.854510708242664,127.72945348640606,마디온정형외과의원,390,시,강원,033-249-8575,의원,Y,24455
경기도 광명시,철산로 32 (철산동) 4층 삼성우리내과의원,2021-09-01 00:00:00,02-2613-7587,37.47639844685935,126.86980723725652,삼성우리내과의원,391,시,경기,02-2613-7588,의원,Y,14237
인천시 서구,원적로 85 (가좌동) 201호,2021-09-01 00:00:00,032-232-3338,37.4946877569403,126.68127991955482,한길정형외과의원,392,구,인천,032-576-7582,의원,Y,22809
인천시 옹진군,"영흥면 영흥로 176번길 8, 203호(영흥늘푸른센터 2층)",2021-09-01 00:00:00,032-889-0788,37.258716485750654,126.49341612839919,하나의료조합영흥우리의원,393,군,인천,032-886-9411,의원,Y,23118
충남 태안군, 태안읍 동백로 301 3층,2021-09-01 00:00:00,,36.748599149473335,126.30357497329534,강비뇨기과의원(태안),394,군,충남,041-673-8008,의원,Y,32143
울산시 중구,번영로 475 홈플러스울산점 5층 태강내과,2021-09-13 00:00:00,050-7701-0133,35.56446774779266,129.33485025521736,태강내과의원,395,구,울산,052-292-2975,의원,Y,44478
대전시 서구,관저중로 72 (관저동) 4층 신선정형외과,2021-10-01 00:00:00,042-636-6335,36.29883652899719,127.33517336873287,신선정형외과의원,396,구,대전,042-636-3003,의원,Y,35382
대전시 중구,계룡로 945 (대사동),2021-10-01 00:00:00,042-252-2617,36.31923848190876,127.41704499756854,김학영정형외과의원,397,구,대전,042-254-7966,의원,Y,34946
대전시 대덕구,동춘당로 179 (법동) 201,2021-10-01 00:00:00,042-635-7553,36.36748100314785,127.43158268222957,청담내과의원,398,구,대전,042-635-7576,의원,Y,34406
경기도 성남시,분당구 황새울로335번길 5 (서현동) 앤타운빌딩 803호,2021-10-01 00:00:00,031-706-8295,37.386056955242516,127.12167015842166,분당연세비뇨의학과의원,399,시,경기,031-2706-8292,의원,Y,13590
경기도 양주시,옥정로 196 (옥정동) 파스텔시티 6층,2021-10-01 00:00:00,031-868-8767,37.819358925885595,127.09183693832783,두리이비인후과의원(양주),400,시,경기,031-868-8766,의원,Y,11473
서울시 강북구,"도봉로 242, 2층 1호",2021-10-01 00:00:00,02-980-1531,37.631285805672256,127.02389360346905,강북보아스이비인후과의원,401,구,서울,02-980-1530,의원,Y,01117
서울시 노원구,"월계로 370 (월계동) 201~202호 서울의원(월계동, 희성프라자)",2021-10-01 00:00:00,02-993-2169,37.631103284496504,127.0609901696899,서울의원(서울),402,구,서울,02-993-2161,의원,Y,01905
서울시 중랑구,용마산로 503,2021-10-01 00:00:00,02-437-6153,37.59641950203393,127.09987706968891,맑은성심피부과의원,403,구,서울,02-437-6152,의원,Y,02165
경북 영주시,중앙로 122,2021-10-15 00:00:00,054-635-6957,36.826016591683135,128.62607577208058,김제욱피부비뇨기과의원,404,시,경북,054-635-8290,의원,Y,36080
충남 보령시,주공로 5 (동대동) 서광정형외과,2021-11-01 00:00:00,041-931-7278,36.34588910914082,126.60247316220773,서광정형외과의원,405,시,충남,041-931-7279,의원,Y,33469
경남 창원시,성산구 가음로 88 (가음동),2021-10-15 00:00:00,055-282-8674,35.20552727933282,128.70299203477293,가온내과의원,406,시,경남,055-282-8511,의원,Y,51490
전남 보성군,보성읍 중알로 61-15,2021-11-01 00:00:00,061-853-9878,34.768043817420484,127.08269012448419,서병기내과의원,407,군,전남,061-852-9878,의원,Y,57535
전남 구례군,구례읍 봉성로 110,2021-11-01 00:00:00,061-783-7584,35.21220023730199,127.4648268931278,한양마취통증의학과의원,408,군,전남,061-782-7582,의원,Y,57535
부산시 부산진구,중앙대로 808 (전포동) 4층,2021-11-01 00:00:00,051-715-5504,35.16344237063836,129.0639664127671,이신내과의원,409,구,부산,051-715-5501,의원,Y,47241
경남 통영시,광도면 남해안대로 857,2021-11-01 00:00:00,055-644-0082,34.87021086867346,128.41545986854365,통영서울병원,410,시,경남,055-640-1112,병원,Y,53021
부산시 해운대구,좌동순환로505 3층 부강비뇨의학과,2021-11-01 00:00:00,051-747-7789,35.16590166270106,129.1683209034049,부강비뇨의학과의원,411,구,부산,051-747-7200,의원,Y,48096
부산시 기장군,정관읍 정관로 495 2층 수이비인후과,2021-11-01 00:00:00,050-4413-3066,35.32606677296719,129.1704849685552,수이비인후과의원,412,군,부산,051-727-0575,의원,Y,46015
서울시 도봉구,도봉로 551 (쌍문동) 4층 삼성나비뇨의학과의원,2021-11-01 00:00:00,02-955-3078,37.65460222969139,127.03775683832337,삼성나비뇨의학과의원,413,구,서울,02-955-3077,의원,Y,01436
경기도 의왕시,원골로 59 (오전동),2021-11-01 00:00:00,031-459-4868,37.362480409858875,126.97125660062991,한국한센복지협회부설의원,414,시,경기,031-452-7093,의원,Y,16048
대구시 중구,달구벌대로 1993 (대신동) 2층,2021-11-05 00:00:00,053-255-8334,35.86523372025558,128.581937633496,건강제일내과의원,415,구,대구,053-255-8333,의원,Y,41927
경북 상주시,상산로 255 (남성동) 강남빌딩5층 강남비뇨기과,2021-11-05 00:00:00,054-536-7598,36.41497421899348,128.15899883876452,강남비뇨기과의원,416,시,경북,054-534-7575,의원,Y,37198
전북 남원시,시청로 3 (죽항동) 미래연합의원,2021-12-01 00:00:00,063-636-7557,35.41143180420978,127.39292277010241,미래연합의원,417,시,전북,063-636-7500,의원,Y,55773
경북 영덕군,영덕읍 중앙길 90 영덕경대안과,2021-11-22 00:00:00,054-734-5818,36.412715120503606,129.36755078785194,영덕경대안과의원,418,군,경북,054-734-5817,의원,Y,36432
서울시 용산구,새창로 217 (한강로2가) 5층 용산성모내과,2021-12-01 00:00:00,02-794-9919,37.53044406116635,126.96769461127154,용산성모내과의원,419,구,서울,02-794-9992,의원,Y,04376
서울시 중구,퇴계로 395 (흥인동) 일신빌딩302호,2021-12-01 00:00:00,02-2237-5201,37.56559444822149,127.01548197975944,라임비뇨기과의원,420,구,서울,02-2237-5200,의원,Y,04569
서울시 은평구,진관2로 15-46 9층,2021-12-01 00:00:00,02-357-7598,37.63846819677474,126.91782397220426,구파발정형외과의원,421,구,서울,02-334-8275,의원,Y,033-069
부산시 강서구,명지국제11로 25 (명지동) 동명빌딩 3층 다사랑내과의원,2021-12-01 00:00:00,051-201-2116,35.10535413677258,128.9215413392522,다사랑내과의원,422,구,부산,051-201-2115,의원,Y,46773
충북 청주시,서원구 궁뜰로 16 (미평동) 청주탑요양병원,2022-01-01 00:00:00,043-296-5200,36.600979617575646,127.47854179866218,의료법인 하람의료재단 청주탑요양병원,423,시,충북,043-296-5000,요양병원,Y,28803
전북 순창군,순창읍 순창로 105,2022-01-01 00:00:00,063-653-8807,35.365265112386595,127.14112605334438,의료법인태종의료재단 순창요양병원,424,군,전북,063-650-8005,요양병원,Y,56050
부산시 영도구,대교로 1 (봉래동3가) 2층 참좋은 정형외과 의원,2022-01-01 00:00:00,051-714-1743,35.09295649443095,129.04432355577123,참좋은정형외과의원(영도),425,구,부산,051-714-1742,의원,Y,49035
울산시 동구,방어진순환도로 799,2022-01-01 00:00:00,052-233-6336,35.513348341624635,129.43090361345065,안신경외과의원,426,구,울산,052-235-4900,의원,Y,44034
충남 아산시,"번영로 223 (모종동) 4층,5층 장사랑연합내과의원",2022-01-01 00:00:00,041-542-7572,36.784567911067725,127.01330766873003,장사랑연합내과의원,427,시,충남,041-542-7582,의원,Y,31522
세종시,한누리대로 2281 (대평동) SM메디컬센터 3층서문365정형외과,2022-01-01 00:00:00,044-868-1065,36.471411197844525,127.27587068331921,서문365정형외과의원,428,시,세종,044-868-1039,의원,Y,30153
경남 창원시,마산회원구 내서읍 죽암로 89,2022-01-01 00:00:00,055-232-5620,35.25891925080271,128.50942523973245,청록의료재단신세계요양병원,429,시,경남,055-232-5600,요양병원,Y,51216
인천시 연수구,비류대로 194 (옥련동) 3층 연세정형외과의원,2022-01-01 00:00:00,032-834-7002,37.42796795919511,126.65641295329406,연세정형외과의원,430,구,인천,032-834-7000,의원,Y,21954
대구시 수성구,달구벌대로 3188 (신매동) 3층 시지율정신건강의학과의원,2022-01-01 00:00:00,053-792-7571,35.840380237805355,128.70531392625685,시지율정신건강의학과의원,431,구,대구,053-792-7570,의원,Y,42274
경북 의성군,의성읍 안평의성로 1122-30,2022-01-01 00:00:00,054-834-9916,36.359552781548786,128.6812779974375,의성군공립요양병원,432,군,경북,054-834-7400,요양병원,Y,37333
서울시 동작구,"상도로 84, 5,6층",2022-01-01 00:00:00,070-7500-0207,37.510665908936644,126.93969001785542,삼성유신경외과의원,433,구,서울,02-2135-2058,의원,Y,06956
서울시 금천구,"금하로 651, 2,3층",2022-01-01 00:00:00,02-805-6126,37.4521003553836,126.90198019754284,김홍열내과의원,434,구,서울,02-805-6124,의원,Y,08627
경기도 용인시,기흥구 용구대로 2252 더원요양병원,2022-01-01 00:00:00,070-8282-7999,37.28779829782021,127.10868825520879,더원요양병원,435,시,경기,031-282-8123,요양병원,Y,16962
경북 구미시, 금오산로 58,2022-02-01 00:00:00,054-453-9911,36.12749762164149,128.33692204005067,(구미)고려마취통증의학과의원,436,시,경북,054-453-9797,의원,Y,39225
전남 순천시,이수로 317,2022-02-01 00:00:00,061-721-0067,34.954213610723706,127.51839835487219,성모안과의원,437,시,전남,061-721-0062,의원,Y,57950
전남 순천시,신월큰길 13,2022-02-01 00:00:00,061-804-5113,34.96069829263228,127.5198986839915,플러스내과의원,438,시,전남,061-804-5121,의원,Y,57946
울산시 남구, 번영로107번길1,2022-02-01 00:00:00,052-267-9227,35.535033185137095,129.32672548744858,전내과의원,439,구,울산,052-267-7272,의원,Y,44758
대전시 중구,"중앙로 10(문화동, 태양빌딩 2층)",2022-02-01 00:00:00,042-256-5552,36.3225237427825,127.41357242635571,지정신건강의학과의원,440,구,대전,042-256-5551,의원,Y,34944
충남 천안시,서북구 다가말3길 8,2022-03-01 00:00:00,041-574-3328,36.79753608640562,127.13159081329192,천안충무병원,441,시,충남,041-570-7644,종합병원,Y,31181
제주도 제주시,"중앙로 337,3층 301,302호",2022-02-15 00:00:00,064-753-0808,,,동산내과의원,442,시,제주,064-723-0808,의원,Y,63231
제주도 제주시,"우평로 338, 4,5층",2022-02-15 00:00:00,064-746-2375,33.484424990382735,126.43072216905314,연세차내과의원,443,시,제주,064-747-2375,의원,Y,63069
경기도 가평군,가평읍 가화로 113,2022-03-01 00:00:00,031-581-7201,37.829909930295614,127.51335272680748,새희망마취통증의학과의원,444,군,경기,031-581-7200,의원,Y,12418
경기도 광주시,중앙로 101,2022-03-01 00:00:00,031-763-2603,37.40901077740127,127.25837804029332,광주제일내과의원,445,시,경기,031-763-2601,의원,Y,12759
경남 사천시,사천읍 옥산로 127,2022-03-01 00:00:00,055-851-5499,35.07936630097782,128.09703029791777,사천중앙요양병원,446,시,경남,055-851-5400,요양병원,Y,52517
부산시 동구,"중앙대로 375, 강남빌딩 3층",2022-04-01 00:00:00,051-469-7582,35.12094027244871,129.04318284025916,비타민마취통증의학과의원,447,구,부산,051-469-7581,의원,Y,48788
부산시 중구,"구덕로 40, 호림빌딩 7층",2022-04-01 00:00:00,051-248-0002,35.0984573203255,129.03159116576742,이지숨이비인후과의원,448,구,부산,051-243-0002,의원,Y,48953
부산시 동래구,"충렬대로 259, 3~3층",2022-04-01 00:00:00,051-715-7570,35.2012940567325,129.08771549117284,베스트이비인후과의원,449,구,부산,051-555-0110,의원,Y,47813
전남 여수시,여천체육공원길 10,2022-03-18 00:00:00,061-689-9790,34.761457004789904,127.67512759975803,여수한국병원,450,시,전남,061-653-2000,병원,Y,59684
충남 홍성군,홍성읍 내포로 18,2022-04-01 00:00:00,041-631-6708,36.60046945121685,126.66582745561765,연합의원,451,군,충남,041-631-8900,의원,Y,32230
충남 청양군,청양읍 칠갑산로 157,2022-04-01 00:00:00,041-943-8117,36.45089621800675,126.79377082677948,청양훈요양병원,452,군,충남,041-943-8114,요양병원,Y,33339
경기도 파주시," 미래로 371, 1001-1002호(동패동)",2022-04-01 00:00:00,031-946-2116,,,두리이비인후과의원(파주),453,시,경기,031-946-2115,의원,Y,10905
부산시 수영구,수영로 390-1,2022-05-01 00:00:00,050-5300-0252,35.1412,129.1075,메트로적추병원,454,구,부산,051-626-0250,병원,Y,483-311
부산시 서구,"충무대로 277, 2~3층",2022-05-01 00:00:00,051-246-3100,35.0964,129.0242,속바른내과의원,455,구,부산,051-246-0100,의원,Y,49253
부산시 연제구,중앙대로 1077 상계빌딩 6~7층(연산동),2022-07-01 00:00:00,051-575-9931,35.1844,129.0789,라라정신건강의학과의원,456,구,부산,051-515-9900,의원,Y,47540
경기도 시흥시,"역전로 292, 2층(정왕동)",2022-07-01 00:00:00,031-319-3939,37.3522,126.7398,드림내과의원,457,시,경기,031-431-7788,의원,Y,15024
전북 완주군,삼례읍 동학로 23,2022-11-01 00:00:00,063-291-1900,35.9099,127.0747,한호수내과의원,458,군,전북,063-291-3900,의원,Y,55342
제주도 서귀포시,중정로 123,2022-11-01 00:00:00,064-763-4102,33.2488,126.5696,의료법인열린의료재단서연의원,459,시,제주,064-763-4100,의원,Y,63590
경북 경주시,금성로 316,2022-12-01 00:00:00,054-777-7297,35.8459,129.2072,정흥채재활의학과의원,460,시,경북,054-777-7277,의원,Y,38144
광주시 서구,화개1로 45,2022-12-01 00:00:00,062-653-8686,35.127990,126.854930,박상훈내과의원,461,구,광주,062-653-9119,의원,Y,62012
광주시 남구,서문대로 692,2022-12-01 00:00:00,062-652-7080,35.121352,126.899101,조민석내과의원,462,구,광주,062-652-7070,의원,Y,61709
광주시 북구,임방울대로 1055,2022-12-01 00:00:00,062-463-7577,35.2122,126.8729,뉴스타정형외과의원,463,구,광주,062-463-7575,의원,Y,61019
광주시 광산구,장신로 253,2022-12-01 00:00:00,062-962-8500,35.1911,126.838,연세세브란스치과의원,464,구,광주,062-959-0202,의원,Y,62252
전남 나주시,다시면 다시로 178,2022-12-01 00:00:00,061-337-8827,35.0174,126.6369,박지우플란트치과의원,465,시,전남,061-337-8828,의원,Y,58203
전남 여수시,"시청로 19, 우리빌딩 3층",2022-12-01 00:00:00,061-684-4500,34.7636,127.6625,아라이비인후과의원,466,시,전남,061-685-5500,의원,Y,59673
