code,cost,date_time,etc,gubun,h_code,incl_drugs,incl_goods,kind,kind_big,kind_mid,kind_small,max_cost,min_cost,name,pid
,50000,,,Over denture clip 교환,3,,,치아질환 처치,행위,치과 처치ㆍ수술료,,,,치아지지 가철성 의치 클립 교환,2318
,50000,,,Perio test(인공치아 개당),3,,,치아질환 처치,행위,치과 처치ㆍ수술료,,,,치주 테스트(인공치아 개당),2319
JM0016T,10000,,"단순,복잡으로 구분-초시행시 복잡,재시행시 단순으로산정",plaque control,3,,,치아질환 처치,행위,처치 및 수술료 등,,,,"치태조절 및 예방술식, 단순",2320
,50000,,,Direct denture soft reline,3,,,치아질환 처치,행위,치과 처치ㆍ수술료,,,,탄성 의치상 이장술,2321
,200000,,,P.F.M repair,3,,,치아질환 처치,행위,치과 처치ㆍ수술료,,,,포세린관 수리,2322
,100000,,,P.R.P.,3,,,치아질환 처치,행위,치과 처치ㆍ수술료,,,,피.알.피,2323
A2Z00102,70000,,,입원료(1인실:병실차액),3,,,상급병실료 차액,행위,기본진료료,,,,1인실,2324
CZ394,25000,,,,3,,,감염증 기타 검사,행위,검사료,,,,인플루엔자 A·B 바이러스항원검사 [현장검사]  ,2325
LZW0047,129285,,,,3,,,감염증 혈청검사,행위,검사료,,,,MERS-CoV,2326
LZW0048,75190,,,,3,,,감염증 혈청검사,행위,검사료,,,,지카바이러스,2327
LWC6095,44742,,LWCZ998,,3,,,감염증 혈청검사,행위,검사료,,,,Influensa A(신종플루확진검사)H1N1,2328
LWZ0016,6276,,,,3,,,내분비검사,행위,검사료,,,,B-HCG,2329
CZ212,30066,,LWZ0015,,3,,,내분비검사,행위,검사료,,,,PAPP-A 검사,2330
CZ213,29573,,,,3,,,내분비검사,행위,검사료,,,,TS Ab(Thyroid stimulating),2331
LWZ0046,138450,,,,3,,,내분비검사,행위,검사료,,,,INTERFERON-감마,2332
CZ909,19750,,위탁검사,,3,,,분자병리검사,행위,검사료,,,,HLA-B51 유전자,2333
LZW0049,265850,,,,3,,,세포유전검사,행위,검사료,,,,FISH(XY),2334
LZW0050,594498,,,,3,,,세포유전검사,행위,검사료,,,,cytogenomic　microarray,2335
LWCZ338,23950,,,,3,,,세포유전검사,행위,검사료,,,,광범위 선천성대사이상검사(NST + 43종)-Y,2336
LC4501390,6000,,,,3,,,약물 및 독물검사,행위,검사료,,,,TBPE(건강관리과용),2337
LC4502390,6000,,,,3,,,약물 및 독물검사,행위,검사료,,,,약물검사,2338
,8130,,,,3,,,약물 및 독물검사,행위,검사료,,,,Amphetamine(나450가2),2339
CZ261,19750,,위탁검사,Anti GM1 Ab IgG,3,,,자가면역질환검사,행위,검사료,,,,항GM1항체 [IgG],2340
CZ262,19750,,위탁검사,Anti GM1 Ab IgM,3,,,자가면역질환검사,행위,검사료,,,,항GM1항체 [IgM],2341
CZ425,11507,,위탁검사,Anti GD1b Ab IgG,3,,,자가면역질환검사,행위,검사료,,,,항GD1b항체 [IgG],2342
CZ425,11507,,위탁검사,Anti GD1b Ab IgM,3,,,자가면역질환검사,행위,검사료,,,,항GD1b항체 [IgM],2343
CZ427,53628,,위탁검사,Anti MAG Ab,3,,,자가면역질환검사,행위,검사료,,,,항MAG항체,2344
EZ886,25000,,,자궁경부촬영확대술,3,,,"생식, 임신 및 분만",행위,검사료,,,,자궁경부확대촬영검사,2345
EZ796,50000,,급여인정기준외 실시한경우 비급여,안구광학단층촬영OCT [편측],3,,,시기능검사,행위,검사료,,,,안구광학단층촬영,2346
EZ797,50000,,,인공수정체도수검사 IOL Master [편측],3,,,시기능검사,행위,검사료,,,,눈의 계측검사 (레이저간섭계 이용),2347
FZ413,30000,,(별표)신경인지 기능검사 반영,신경인지기능검사,3,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-단기기억력검사[시각],2348
FZ411,30000,,(별표)신경인지 기능검사 반영,신경인지기능검사,3,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-단기기억력검사 CORSI,2349
FZ413,30000,,(별표)신경인지 기능검사 반영,신경인지기능검사,3,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-자서전적 기억평가면접,2350
FZ414,30000,,(별표)신경인지 기능검사 반영,신경인지기능검사,3,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-캘리포니아 언어학습검사,2351
FZ413,30000,,(별표)신경인지 기능검사 반영,신경인지기능검사,3,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-시각 학습 검사,2352
FZ414,35000,,(별표)신경인지 기능검사 반영,신경인지기능검사,3,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-홉킨스 언어학습검사,2353
FZ402,30000,,(별표)신경인지 기능검사 반영,신경인지기능검사,3,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-연속수행력검사 [청각],2354
FZ441,15000,,(별표)신경인지 기능검사 반영,손가락 두드리기 검사,3,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-감각운동협응검사-손가락 두드리기검사,2355
FZ452,20000,,(별표)신경인지 기능검사 반영,신경인지기능검사,3,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-선로잇기검사(Trail Making),2356
FZ413,30000,,(별표)신경인지 기능검사 반영,신경인지기능검사,3,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-단기기억력검사[청각],2357
FZ401,30000,,(별표)신경인지 기능검사 반영,신경인지기능검사,3,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-경계력검사[시각],2358
FZ402,30000,,(별표)신경인지 기능검사 반영,신경인지기능검사,3,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-연속수행력검사[시각],2359
SZ11500,25000,,,언어전반진단검사,3,,,신경계기능검사,행위,검사료,,,,언어전반진단검사,2360
SF6290A,100000,,SF6290A (이동형),,3,,,신경계기능검사,행위,검사료,,,,코골이검사(간이수면다원검사),2361
FZ731,30000,,,Computerized Dynamic Posturography,3,,,평형 및 청각기능검사,행위,검사료,,,,동적체평형검사,2362
FZ733,51800,,,비디오전기안진검사-체위변환,3,,,평형 및 청각기능검사,행위,검사료,,,,비디오전기안진검사,2363
FZ733,31010,,,두진(두위안진검사 :Positional test),3,,,평형 및 청각기능검사,행위,검사료,,,,비디오전기안진검사,2364
FZ733,31010,,,온도안진검사(냉온교대Caloric test),3,,,평형 및 청각기능검사,행위,검사료,,,,비디오전기안진검사,2365
FZ733,50000,,,비디오전기 안진 자발안진검사(Spontaneous Nystagmus),3,,,평형 및 청각기능검사,행위,검사료,,,,비디오전기안진검사,2366
FZ733,50000,,,비디오전기안진검사 급속안구운동,3,,,평형 및 청각기능검사,행위,검사료,,,,비디오전기안진검사,2367
FZ733,103500,,,비디오전기안진검사-체위변환및 이석정복술,3,,,평형 및 청각기능검사,행위,검사료,,,,비디오전기안진검사,2368
FZ733,100000,,,비디오전기안진검사-정밀,3,,,평형 및 청각기능검사,행위,검사료,,,,비디오전기안진검사,2369
FZ733,31010,,,비디오전기안진검사-진동,3,,,평형 및 청각기능검사,행위,검사료,,,,비디오전기안진검사,2370
FZ733,50000,,, 시표추적 (시추적검사:Smooth pursuit test),3,,,평형 및 청각기능검사,행위,검사료,,,,비디오전기안진검사,2371
SZ09700,20000,,,후각기능검사(인지및역치),3,,,호흡기능검사,행위,검사료,,,,후각기능(인지 및 역치)검사,2372
EZ992,150000,,,,3,,,내시경,행위,검사료,,,,초음파내시경검사상부(EUS),2373
EZ992,250000,,,,3,,,내시경,행위,검사료,,,,초음파내시경검사(Miniprobe 이용)(EUS-M),2374
SEA001,53790,,,,3,,,내시경,행위,검사료,,,,진정내시경 환자관리료Ⅰ,2375
SEA002,78050,,,,3,,,내시경,행위,검사료,,,,진정내시경 환자관리료 Ⅱ,2376
SEA003,119620,,,,3,,,내시경,행위,검사료,,,,진정내시경 환자관리료 Ⅲ,2377
SEA004,165440,,,,3,,,내시경,행위,검사료,,,,진정내시경 환자관리료 Ⅳ,2378
EZ868,30000,,,초음파 동맥경화협착폐색검사 [1부위],3,,,초음파 검사료,행위,검사료,초음파 검사료,,,초음파 동맥경화협착폐색검사 [1부위],2379
EZ868,50000,,,초음파 동맥경화협착폐색검사 [2부위],3,,,초음파 검사료,행위,검사료,초음파 검사료,,,초음파 동맥경화협착폐색검사 [1부위],2380
HZ161,200000,,,초음파 IVUS ,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,초음파 IVUS ,2381
HZ161,150000,,,초음파 도플러 두개강내 뇌혈류검사 [기본],3,,,초음파 검사료,행위,검사료,초음파 검사료,,,초음파 도플러 두개강내 뇌혈류검사 [기본],2382
SEB401,15580,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,기본초음파-단순초음파(Ⅰ) One Point Ultrasonography,2383
SEB402,31170,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,기본초음파-단순초음파(Ⅱ) Simple Ultrasonography,2384
SEB411,91900,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-안-안구 (양측),2385
SEB412,91900,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-안-안와 Orbit(양측),2386
SEB413,91900,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-안-계측 (양측),2387
SEB414,92260,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-경부- 갑상선·부갑상선,2388
SEB415,92260,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-경부-갑상선·부갑상선 제외한 경부,2389
SEB416,60940,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-비·부비동 초음파,2390
SEB421,124340,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-흉부-유방·액와부 초음파,2391
SEB422,86000,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-흉부-유방·액와부 제외한 흉부 초음파,2392
SEB430,35460,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-심장-(선천성심질환에검사별도산정)경흉부심초음파,2393
SEB431,112300,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-심장-(단순)경흉부심초음파,2394
SEB432,177260,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-심장-(일반)경흉부심초음파,2395
SEB433,258480,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-심장-(전문)경흉부심초음파,2396
SEB434,307550,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-심장-(약물)부하심초음파,2397
SEB435,292420,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-심장-(운동)부하심초음파,2398
SEB436,388420,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-심장-태아정밀 심초음파,2399
122430,120140,,본인희망으로 시행한경우 건강검진으로 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-복부-(일반)간·담낭·담도·비장·췌장,2400
SEB442,181820,,본인희망으로 시행한경우 건강검진으로 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-복부-(정밀)간·담낭·담도·비장·췌장,2401
SEB443,111740,,본인희망으로 시행한경우 건강검진으로 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-복부-충수 Appendix,2402
SEB444,111840,,본인희망으로 시행한경우 건강검진으로 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-복부-소장·대장 Small Bowel·Colon,2403
SEB445,77220,,본인희망으로 시행한경우 건강검진으로 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-복부-서혜부 Inguinal region,2404
SEB446,131620,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-복부-직장·항문 Rectum·Anus,2405
SEB447,109680,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-복부-항문초음파만 시행한 경우,2406
SEB448,98500,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-비뇨기계-신장·부신·방광,2407
SEB449,89010,,본인희망으로 시행한경우 건강검진으로 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-비뇨기계-신장·부신,2408
SEB450,80290,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-비뇨기계-방광 Bladder,2409
SEB451,115500,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-남성생식기-전립선·정낭(경직장으로 실시),2410
SEB452,64220,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-남성생식기-전립선·정낭(경복부로 실시),2411
SEB453,90770,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-남성생식기-음경 Penis,2412
SEB45301,99840,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-남성생식기-(도플러)음경 Penis,2413
SEB454,89070,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-남성생식기-음낭 Scrotum,2414
SEB455,103870,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-여성생식기-일반,2415
SEB456,132860,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-여성생식기-자궁내생리식염수를 주입하여 검사한 경우,2416
SEB457,152210,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-여성생식기-정밀,2417
SEB461,65260,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-관절-손가락(편측),2418
SEB462,65260,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-관절-발가락(편측)Toe,2419
SEB463,71900,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-관절-주관절(편측)Elbow,2420
SEB464,71900,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-관절-슬관절(편측)Knee,2421
SEB465,90050,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-관절-고관절(편측)Hip,2422
SEB466,90050,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-관절-견관절(편측)Shoulder,2423
SEB467,90050,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-관절-손목관절(편측)Wrist,2424
SEB468,90050,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-관절-발목관절(편측)Ankle,2425
SEB469,139680,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-관절-류마티스성질환3부위이상관절종합,2426
SEB470,65260,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-연부조직-일반,2427
SEB471,83840,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-연부조직-정밀,2428
SEB481,129580,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-혈관-뇌혈류,2429
SEB482,110620,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-혈관-(경동맥)두개외 혈관 도플러,2430
SEB483,58060,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-혈관-(기타 동맥)두개외 혈관 도플러,2431
SEB484,89120,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-혈관-(상지-동맥)사지혈관 도플러 (양측),2432
SEB485,89120,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-혈관-(상지-정맥)사지혈관 도플러 (양측),2433
SEB486,45890,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-혈관-(동정맥루의 혈류 및 협착 측정)사지혈관 도플러,2434
SEB487,141140,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-혈관-(하지-동맥)사지혈관 도플러 (양측),2435
SEB488,141140,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-혈관-(하지-정맥)사지혈관 도플러 (양측),2436
SEB489,158510,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-혈관-(하지 정맥류 검사를 실시)사지혈관 도플러,2437
SEB490,85970,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-혈관-대동맥 도플러,2438
SEB501,198210,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-신경-(만1세미만소아 경천문 뇌)중추신경계,2439
SEB502,198210,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-신경-(만1세미만소아 척수)중추신경계,2440
SEB503,59120,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-신경- 말초신경(편측),2441
SEB504,154210,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-신경-(사지신경 종합검사)말초신경 초음파,2442
SEB511,81330,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-임산부-(일반)제1삼분기,2443
SEB512,55200,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-임산부-(임신여부만 확인)제1삼분기,2444
SEB513,145140,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-임산부-(정밀)제1삼분기,2445
SEB514,186130,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-임산부-(기형아정밀계측)제1삼분기,2446
SEB515,115140,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,"진단초음파-임산부-(일반)제2,3삼분기",2447
SEB516,149660,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,"진단초음파-임산부-(고위험임신)제2,3삼분기",2448
SEB517,246740,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,"진단초음파-임산부-(정밀)제2,3삼분기",2449
SEB518,289060,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,"진단초음파-임산부-(기형아정밀계측)제2,3삼분기",2450
SEB561,53200,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,"유도초음파-유도초음파(Ⅰ) : 천자, 배액 시 시술부위 확인",2451
SEB562,106400,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,"유도초음파-유도초음파(Ⅱ) : 조직생검, 새침흡인",2452
SEB563,127680,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,유도초음파-유도초음파(Ⅲ),2453
SEB564,319180,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,유도초음파-유도초음파(Ⅳ),2454
SEB610,35460,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,특수초음파-심장-(선천성심질환에검사)경식도 심초음파,2455
SEB611,290960,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,특수초음파-심장-경식도 심초음파,2456
SEB612,320060,,급여 인정기준 외 실시한경우 비급여,,3,,,초음파 검사료,행위,검사료,초음파 검사료,,,특수초음파-심장-심장내 초음파,2457
HE115,470000,,급여 인정기준 외 실시한 경우 비급여,MRI Shoulder,3,,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,견관절-일반,2458
HE215,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI Shoulder 조영제사용,3,N,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,견관절-조영제 주입 전/후 촬영판독,2459
HE116,470000,,급여 인정기준 외 실시한 경우 비급여,MRI Elbow,3,,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,주관절-일반,2460
HE216,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI Elbow 조영제사용,3,N,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,주관절-조영제 주입 전/후 촬영판독,2461
HE117,470000,,급여 인정기준 외 실시한 경우 비급여,MRI Wrist,3,,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,수관절-일반,2462
HE217,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI Wrist 조영제사용,3,N,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,수관절-조영제 주입 전/후 촬영판독,2463
HE118,470000,,급여 인정기준 외 실시한 경우 비급여,MRI Hip,3,,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,고관절-일반,2464
HE218,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI Hip 조영제사용,3,N,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,고관절-조영제 주입 전/후 촬영판독,2465
HE119,470000,,급여 인정기준 외 실시한 경우 비급여,MRI Sacrum,3,,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,천장골관절-일반,2466
HE219,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI Sacroiliac 조영제사용,3,N,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,천장골관절-조영제 주입 전/후 촬영판독,2467
HE120,470000,,급여 인정기준 외 실시한 경우 비급여,MRI Knee,3,,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,슬관절-일반,2468
HE220,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI Knee 조영제사용,3,N,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,슬관절-조영제 주입 전/후 촬영판독,2469
HE121,470000,,급여 인정기준 외 실시한 경우 비급여,MRI Ankle joint,3,,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,발목관절-일반,2470
HE221,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI Ankle joint 조영제사용,3,N,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,발목관절-조영제 주입 전/후 촬영판독,2471
HE122,470000,,급여 인정기준 외 실시한 경우 비급여,MRI Upper extremity,3,,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,관절외 상지-일반,2472
HE222,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI Upper extremity 조영제사용,3,N,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,관절외 상지-조영제 주입 전/후 촬영판독,2473
HE123,470000,,급여 인정기준 외 실시한 경우 비급여,MRI Lower extremity,3,,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,관절외 하지-일반,2474
HE223,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI Lower extremity 조영제사용,3,N,,근골격계,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,관절외 하지-조영제 주입 전/후 촬영판독,2475
,50000,,급여 인정기준 외 실시한 경우 비급여,외부필름판독료 MRI [건당],3,,,기타,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,자기공명영상-외부필름판독,2476
RMHI10103,392330,,,3T-B-MRI　　 [테슬라3.0이상+품질관리적합],3,,,뇌,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,뇌-[테슬라3.0이상+품질관리적합],2477
RMHI20103,521670,,조영제 별도산정,MRI Brain 조영제사용- [테슬라3.0이상+품질관리적합],3,N,,뇌,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,뇌-조영제 주입 전/후 촬영판독- [테슬라3.0이상+품질관리적합],2478
RMHE103,470000,,급여 인정기준 외 실시한 경우 비급여,MRI Face,3,,,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,안면-일반,2479
HE204,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI PNS 조영제사용,3,N,,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,부비동-조영제 주입 전/후 촬영판독,2480
HE205,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI Orbit 조영제사용,3,N,,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,안와-조영제 주입 전/후 촬영판독,2481
HE106,470000,,급여 인정기준 외 실시한 경우 비급여,MRI Temporal bone,3,,,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,측두골-일반,2482
HE206,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI Temporal bone 조영제사용 -MRI IAC(internal auditory canals),3,N,,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,측두골-조영제 주입 전/후 촬영판독,2483
HE107,470000,,급여 인정기준 외 실시한 경우 비급여,MRI TM joint,3,,,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,측두하악관절-일반,2484
HE207,470000,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여,MRI TM joint 조영제사용,3,N,,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,측두하악관절-조영제 주입 전/후 촬영판독,2485
HE108,470000,,급여 인정기준 외 실시한 경우 비급여,MRI Neck,3,,,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,경부-일반,2486
